TR:UACC812:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:Insulin,TR:NRG1,TR:PBS,TR:Serum,TR:GSK690693i,TR:GSK690693_GSK1120212i,TR:PD173074i,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:STAT3_pY705,DV:Src_pY416,DV:Src_pY527,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:mTOR_pS2448,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363
1,0,0,0,0,1,0,0,0,1,0,0,5,2.61230769911,4.06627728457,0.727945575132,16.7215151853,10.6147884422,3.76953417394,0.764247987651,0.787566620215,0.606979029364,6.79046349101,1.31501233271,1.42773965071,3.38698199333,2.03659416405,7.20731262647,1.66793453471,0.385001934023,1.25866573251,2.34566586839,0.776377055963,1.46540272568,2.93736881516,4.76113050443,0.208556118532,0.779645941316,2.39025934308,4.41129008733,5.46200737118,1.76876986079,5.04663667512,5.26030947341,0.298903033647,1.55679443698,5.03891158484,1.55859940654,2.14704199828,0.604695965937,0.583153270892,1.22012579379,1.47881454052,0.562521338182,1.07568934054,0.871595002315,1.82141904757,0.397923777572
1,1,0,0,0,0,0,0,0,1,0,0,5,2.63290445219,4.36967459362,0.705715113031,13.1566227841,8.18548128325,3.79988817702,0.835139562489,0.868400249235,0.580377734853,6.44028393617,1.28185063159,1.27082786071,3.17061184842,1.95360632852,7.51628618825,1.81936562949,0.398841489186,1.44027818647,2.50777118044,0.832593799273,1.39948737109,2.87087757366,5.37356482091,0.214176427459,0.739804156866,2.28179581818,4.57010424536,4.52498590076,1.5403197645,3.78552001071,3.68695091876,0.303294221371,1.66664060545,4.61625970155,1.84000322613,2.16183141507,0.660882388621,0.627315856997,1.08330367075,1.31006445138,0.544722828955,1.03266651313,0.8998911064,1.67642562703,0.404804601837
1,0,0,0,0,1,0,0,0,0,0,0,5,2.87171781939,4.00483899543,0.622998025086,2.49019206857,1.36409689142,3.41970431961,0.841536612321,0.796380213242,0.586474043392,9.11519100887,1.3430790992,1.28936410179,3.92910467429,2.32828178784,10.3591937747,1.80703503216,0.364156785648,1.11004230629,1.94190243778,1.03892449256,1.38583365939,2.66091665636,4.34991458795,0.202693262236,0.752195109704,2.21478427857,5.67877478256,5.21380901533,1.925017298,6.35483454758,7.11071689946,0.309076893556,1.93850568015,5.03743132113,2.08280175973,2.34153033545,0.698316595243,0.62018068313,1.13140827475,1.56482516707,0.499360011788,1.09422122891,0.880785755583,2.73023040966,0.366825453543
1,1,0,0,0,0,0,0,0,0,0,0,5,2.73160457765,4.00300460244,0.635350935364,2.34793094334,1.21612824966,4.00166495754,0.878111757515,0.832870985818,0.614407030087,6.40079645675,1.31880205141,1.26476568612,3.91329628351,2.27317426766,7.59149385071,1.66292527239,0.363595126009,1.3000743779,2.160099635,1.0751610464,1.46545381973,2.68149843327,2.47478708465,0.221640649341,0.767918187457,2.34587216183,5.85912855374,4.87365890072,1.86388245106,5.73408716972,4.93425574176,0.298287484703,1.6254194089,4.83680538756,1.33495931275,2.62497112291,0.737585845567,0.648876643639,1.04057004136,1.36164573626,0.561582128191,1.15986055046,0.883844456309,2.55327272217,0.415608849682
1,0,0,0,1,0,0,0,0,1,0,0,5,2.9607929047,4.25926376976,0.628370894265,15.6552061075,9.65541078769,3.84713457209,0.774550237828,0.853788253564,0.590328307074,7.15254741818,1.49165135787,1.43033545984,3.45068935659,1.99407378506,8.98644050882,2.08813588898,0.370767335649,1.45769119723,2.28956342539,0.809833934792,1.53039823388,2.95233679073,3.87264949663,0.206521296361,0.670803896252,2.07749856446,4.81106009928,4.88112975177,1.50400680659,4.42883961549,4.35834342941,0.308737104183,1.811636679,4.71137409077,1.52772345881,2.41449468104,0.590184836844,0.588488382911,1.12537781092,1.31308790404,0.544118477384,0.993377851089,0.923590267746,1.89549751161,0.373000044206
1,0,1,0,0,0,0,0,0,1,0,0,5,2.48010096457,3.60831111565,0.712625117858,14.4375438218,8.44491934963,3.91858490505,0.754748587905,0.923309614718,0.62563475102,6.24755408112,1.38570888306,1.45652436586,3.20094885027,1.99368995991,7.78849671095,2.01816628403,0.385656804818,1.4991216498,2.09648938881,0.753915122104,1.35738512767,2.75510597597,3.56083995366,0.225727767402,0.77099163778,2.2299253666,4.43663278655,4.47420925081,1.52931066189,3.79209279411,3.34889953937,0.328621138096,1.85660836613,4.77781675614,1.50967153884,2.19965445659,0.666787173071,0.63619918642,1.23584764021,1.42217708001,0.603785706899,0.990967223755,0.940641330117,1.66700281108,0.399677401051
1,0,0,0,1,0,0,0,0,0,0,0,5,2.86826881431,4.21611525049,0.630638875435,2.546617671,1.26330258003,4.10987079528,0.838371730206,0.811603832366,0.596269105916,7.05371371777,1.3553106328,1.30713315366,3.89421792902,2.26825278625,7.76933406625,1.75798320958,0.331740880683,1.2110803331,1.91679880377,1.08068374774,1.37096823723,2.85276924142,7.37883196936,0.20235883936,0.74406938765,2.2047536391,6.02231296845,4.71055643512,1.61489103138,5.83689110561,6.64094269844,0.286378655045,1.69125239761,4.74814389448,1.75509544074,2.77836851399,0.677091820719,0.640955884639,1.04669207496,1.28510076964,0.601085851254,1.11790066915,0.877929106847,2.69483609636,0.420515503331
1,0,1,0,0,0,0,0,0,0,0,0,5,2.76253151639,3.78491391266,0.656025583849,2.85436684693,1.390183283,4.08843172724,0.817132615732,0.875859138196,0.620013656822,7.03090589628,1.40518752482,1.39608401902,4.09594985196,2.46202133061,8.1846094839,1.8842946173,0.354406629819,1.35048233534,2.08786587495,1.09526231461,1.40951865799,2.67870838826,5.40033188837,0.212091629413,0.761133795905,2.32772233006,5.7757907842,4.86543935666,1.94286505732,6.36963907508,5.7237595355,0.293366300374,1.7527138302,4.63394788419,1.56993129776,2.67772689377,0.677742053271,0.673580391904,1.15855992498,1.48575970419,0.561576995218,1.12797513623,0.921929338609,2.78288205556,0.386228868405
1,0,0,1,0,0,0,0,0,1,0,0,5,2.67390258441,3.94456104143,0.717676666988,14.5687200149,8.06048230108,3.86509005829,0.653590623405,0.828328474627,0.579033713087,9.77510457322,1.35229830965,1.21059735088,2.996741287,1.71523182682,9.24677558745,1.96761132623,0.340366174932,1.14090710571,1.62589710358,0.691463163967,1.21535827925,2.58840713406,6.67870715415,0.215429492524,0.80670364751,2.23233015263,4.42256110721,4.34346247478,1.35878978847,3.57752903773,3.4877481212,0.297550189517,2.22773071517,4.64372011756,1.74925968506,2.2037531011,0.632537633584,0.630274638358,1.02763496451,1.26421555226,0.577791228242,0.903156344985,0.919608459939,1.25576043381,0.374052410896
1,0,0,0,0,0,1,0,0,1,0,0,5,3.07125834476,4.48178713377,0.631234086199,19.3395136051,11.5285894814,4.93539322481,0.604881898906,0.658242974408,0.518566858182,11.5787111171,1.34443170958,1.1942279213,4.01409596159,2.2952785138,11.7720666569,2.85323336651,0.290635716495,2.48488651226,4.92905420441,0.727341172409,1.21062257526,3.12396092393,7.02177544704,0.176529575919,0.632294450959,3.19609002173,6.28132453928,5.45410286084,1.32921987331,3.753811418,3.1512991973,0.234160903863,2.34976761161,5.43649060717,1.76872238291,2.70950833621,0.622935828259,0.513157704323,1.08022973918,1.12893396287,0.430970953379,0.835519122885,1.10766729637,1.59486738545,0.374296285242
1,0,0,1,0,0,0,0,0,0,0,0,5,2.8472566027,3.86568553796,0.550976595778,2.29852769664,1.16339329783,3.39669464995,0.790067935149,0.859644464186,0.575604858865,11.3885966207,1.34104743322,1.27747023816,3.85070542917,2.21484794501,10.4502588512,1.8878799483,0.360039520414,1.05898988337,1.59761688289,0.961693935137,1.35385290988,2.51162831972,8.83710040996,0.209521789579,0.755563176283,2.01959652281,5.52691241114,4.78575468704,1.6200549068,5.26902702334,5.82690997691,0.301172665258,2.06785010144,4.56407783654,1.89378092894,2.36127681859,0.770467899606,0.632603553228,0.933326054863,1.36288061984,0.558359803141,1.0417231775,0.97268125623,2.42333812967,0.375249928093
1,0,0,0,0,0,1,0,0,0,0,0,5,3.15158513249,4.20561645174,0.652597282357,5.59699629034,2.5778280595,4.33300366167,0.831302998473,0.780372503273,0.586448910531,7.03576686509,1.25416973541,1.2587673047,4.93778896753,2.74302672751,8.62324920239,2.38954260317,0.349233092582,2.1604936039,3.47534180409,1.22174585823,1.28198796626,2.90690955294,8.18108072658,0.20350961828,0.753649230526,2.83705610656,6.74672898884,4.79853756407,1.70355165604,6.33822594268,5.66022454391,0.267668572075,1.90947008568,4.87552475873,1.79467472272,2.70682985809,0.655856628868,0.589721401182,1.02661869669,1.22888611845,0.533874559378,1.00425249728,1.01649779311,2.76508365798,0.430005755295
1,0,0,0,0,0,0,1,0,1,0,0,5,2.74366349253,4.08279166335,0.646954515409,13.3860710962,8.10877243475,3.59165614163,0.738044890257,0.84599863411,0.583942324597,10.7774740052,1.40702022244,1.18184981768,3.00862511663,1.75783861999,11.080971075,1.88837715293,0.360454725745,1.19885769456,1.95718283627,0.722684043585,1.28638219622,2.60545582088,6.61121400234,0.216399990717,0.747981436039,2.0018794462,4.35499934905,4.03856878406,1.20176805392,3.9016814268,4.09989724779,0.311612933658,2.08971828233,4.21313485961,1.99438663506,2.38034989273,0.608844646347,0.60680307968,0.950531089753,1.17138404761,0.563308788261,0.956234571568,0.956191158412,1.54589770418,0.37725349155
1,0,0,0,0,0,0,0,1,1,0,0,5,2.48183898674,3.46643685854,0.66618307899,11.5698183441,7.14083144693,3.07099559636,0.726603686996,0.800062610302,0.595295012763,8.10407873336,1.36342765308,1.21146274837,2.90646097892,1.87362872356,8.74121863286,1.88246412448,0.358331859896,1.36008847917,2.04401329596,0.631466231789,1.24266870234,2.4875561309,7.49726674351,0.204505143216,0.733904016315,2.2922881488,4.00653331221,4.17979162173,1.24739652027,3.70558787473,4.12197941518,0.293377120046,1.86070433431,4.10089301021,2.17430969663,2.24348084894,0.576107246702,0.61896755269,1.04471174094,1.32119103172,0.537645168321,0.935040358443,1.01959925739,1.46835342764,0.412468499108
1,0,0,0,0,0,0,1,0,0,0,0,5,3.14945324536,4.0248835296,0.55218189299,2.55469478033,1.46243331779,3.37494145668,0.778247677947,0.801809644727,0.543739210586,11.0619290857,1.33603215777,1.26082171948,3.85445665093,2.32379635286,13.9902549123,1.73373514556,0.330670103268,1.05711773093,1.59664838832,0.988293375585,1.35025101025,2.56650646697,7.08657160858,0.18796984351,0.747039402839,2.05017776416,5.09370279549,4.70277890788,1.72739179694,5.50247937221,6.75156986395,0.289667463087,1.99146732871,4.30375995215,2.04441732693,2.40752204556,0.671721074304,0.601690326164,0.97899032118,1.42672828264,0.507270266621,1.00431408288,0.908243113113,2.60468199561,0.370009417863
1,0,0,0,0,0,0,0,1,0,0,0,5,3.71230731166,4.93017402009,0.50177360476,2.81860704498,1.44183548127,3.80755698955,0.793613221298,0.697244443337,0.52518691272,11.9731364501,1.49820817264,1.30311435111,5.14599024636,2.89575231262,14.0088971442,2.16028889276,0.319517011398,1.29021794403,1.73921756507,0.953082362871,1.70995546565,3.39320908466,3.55685781021,0.196743212549,0.666547824238,2.82973078267,5.66116319452,6.35718628325,2.23056729214,6.99633073004,8.32540694878,0.264492525415,2.26040475412,6.49949297455,1.72445157106,2.6865727992,0.635406270586,0.585909599639,1.00025252414,1.82647445794,0.481991632748,0.946373374206,0.997697133633,3.09207541274,0.382190868074
1,1,0,0,0,0,0,0,0,0,0,1,5,2.96608667375,4.13697513876,1.07010879163,2.35098178406,1.254818204,5.45992151476,0.773690719281,0.863084269407,0.605686015,8.58171353515,1.42090441146,1.25811292151,3.9066614052,2.44325673761,8.77736212145,2.01918578538,0.357821540942,1.47016888647,2.26970717516,0.957923821022,1.25412084477,2.42987311182,5.06710703696,0.208579145043,0.882835370304,2.6855438443,5.72524374974,4.21031582341,1.81219189882,6.25487359441,7.64473603033,0.283424158878,1.95009771086,6.20568208104,2.39344819045,2.67441142171,0.638491712583,0.631100269103,1.07296272171,1.70693491551,0.545082105153,1.16385565482,0.945619985552,2.2463883076,0.352919290614
1,0,0,0,1,0,0,0,0,0,0,1,5,2.92189198851,3.98309792713,0.788290737426,2.21409243534,1.23353275962,4.35372542661,0.784467000617,0.90458031385,0.696225261095,7.53225001949,1.42810936799,1.36672594138,3.91861496226,2.45057808474,8.38850763494,1.9604684924,0.34175212156,1.37578618563,2.07741540436,0.96526565446,1.4089340596,2.47965482356,3.08535024122,0.229941643427,0.849266965493,2.2003622717,5.46474703213,4.28372898912,1.59339637458,5.39700505783,8.19800271192,0.293503914723,1.95937270807,5.20180957492,2.07137426047,2.44413282488,0.667050392297,0.661001015293,1.02646149624,1.78229795554,0.535497317582,1.06349847736,0.896080081973,2.21917604927,0.3800002281
1,1,0,0,0,0,0,0,0,0,1,0,5,2.23107641733,3.94809475047,0.651742980094,13.987735489,8.99286804892,4.1421824036,0.581189623037,0.91722971732,0.609386993998,20.0159117126,1.66581434003,1.30916141879,3.24660484415,1.88525482535,17.354599641,2.34749325926,0.317737422373,0.101401563109,1.25320807122,0.796572674197,1.3493364608,2.39028861234,1.57716525425,0.21184486293,0.799383233007,1.78026089822,4.72311966754,3.72292754839,1.33927173669,3.06529859738,4.21516414298,0.327607660676,3.21449163471,5.87946799335,1.17003982954,2.34218286442,0.561464975562,0.619254713822,0.96823787799,1.3216055373,0.621779539341,1.07898789663,0.877104675914,1.23361460576,0.329182304256
1,0,0,0,1,0,0,0,0,0,1,0,5,2.19382696048,4.30635604369,1.08000372454,15.4071123,9.10764982162,5.92669085322,0.583672604253,0.829046783266,0.653850618094,27.0971154349,1.6042858557,1.22763079639,3.26914796045,1.83771502334,19.9724629279,2.60175339103,0.326726389493,0.0935449556721,1.22586431,0.729614874213,1.24439847179,3.24396873217,2.22306630219,0.233349152945,0.729288527856,1.97801972808,5.05902942455,4.14288608689,1.23537191087,3.42213796157,4.64776490753,0.334901047663,3.42593034373,6.72385064285,1.48964843458,2.34418169594,0.583424809425,0.660730783367,1.23307709574,1.49633221462,0.585153972777,1.15374111626,0.843479692776,1.36962647141,0.254302923832
1,0,1,0,0,0,0,0,0,0,0,1,5,2.77915794558,4.57403838477,0.440717472394,2.70015681201,1.24532071762,3.66355512886,0.916572192047,0.908911168518,0.611386990814,7.40067955818,1.35407398098,1.30830596856,3.63845684864,2.27548258085,8.56661668647,1.88414032862,0.369837166448,1.1736382668,2.11509143061,1.33150249248,1.30604734773,2.64897258554,11.5875811739,0.18128373022,0.751287438866,1.96892713554,7.47209608628,3.77971022658,1.44374613132,5.71518868545,5.39923503994,0.296426335358,1.70902221664,3.21350749523,1.45668256129,2.90864581357,0.830741027905,0.696535666241,0.857102661763,0.908974998025,0.580406237646,1.37769066713,0.843938484307,2.50503433589,0.417806783593
1,0,0,0,0,0,1,0,0,0,0,1,5,2.55652994367,3.75300371731,0.734421035742,5.580060639,3.48298190622,4.76900828732,0.89484444927,0.78237643113,0.623133703276,5.96917566493,1.1618854344,1.40512853034,4.60762439905,2.8100943094,6.94686643173,2.33946853217,0.339187835202,2.06033276215,3.53141105071,1.23449057894,1.38077119744,2.81050367358,1.65318841679,0.228971033783,0.738818056833,3.12772398976,6.12008938982,4.99381542546,2.15587979702,5.54706232772,4.47158068518,0.281303940581,1.53728754666,5.86307533622,1.13669204312,2.64946741088,0.714504427298,0.63758880171,1.24831246216,1.54038106365,0.535884874025,1.06601561126,0.940456426942,2.51664727175,0.491550532403
1,0,1,0,0,0,0,0,0,0,1,0,5,2.34333655736,4.04906779109,0.683039613154,14.099922272,8.8692002579,4.31733230716,0.624452918616,0.784192137833,0.606676139422,16.0566218022,1.49671061441,1.24058011364,3.36632081072,1.95491791882,14.8619152647,2.38900156477,0.313483702249,0.0996174460645,1.5507374007,0.833243209828,1.27289685381,2.7818725627,1.71405344284,0.246364497539,0.729884718134,2.09606760246,4.84238049902,4.7152564086,1.72128291777,4.61780973306,4.57153978368,0.33633772548,2.71375328354,6.87534033339,1.25097489655,2.68899056359,0.591278987092,0.623883696736,1.2254107652,1.36951666076,0.508237693192,1.02586050348,0.856864363657,1.47944581923,0.223202917457
1,0,0,0,0,0,1,0,0,0,1,0,5,2.49377998538,4.07641776367,0.813186239384,13.0148602028,8.24372924844,4.54484105463,0.664780910674,0.865589133429,0.60485071813,11.1897848801,1.44203881611,1.22243876099,3.00326662795,1.95902337044,12.0917904003,2.59200052235,0.34349700087,0.112569030287,2.25882773849,0.89493743676,1.16674637273,2.82732730897,9.1547960426,0.212234230618,0.79617705561,1.69629344983,4.83985780535,3.10332647952,1.22626007148,3.49522465275,4.11123581729,0.32042171448,2.26818094188,4.64527481424,1.72193047895,2.42446108889,0.593414306365,0.652052251742,0.965614340251,1.15175523406,0.66834526082,1.10583238522,0.995843915378,1.40451702132,0.240009001879
1,0,0,1,0,0,0,0,0,0,0,1,5,3.28840549689,4.33917956968,0.710460321941,2.95887518954,1.55591756436,4.1768614736,0.868244165388,0.939549361777,0.577519837428,12.4678579708,1.48990754354,1.40354760456,4.19724461014,2.50168462631,14.1610379526,1.95977630881,0.388432838973,0.982776384808,1.60384956727,1.04004340494,1.46709538449,2.42991757071,2.12525329454,0.219349806288,0.729418663812,2.28364728014,5.71114271763,5.85972343935,2.26246646516,6.06598460118,7.19072414474,0.31623569861,2.24528522159,5.36473016368,1.83310707197,2.4772388314,0.746588266364,0.669426195153,0.919149729421,1.66183681343,0.581187321518,1.09208437009,0.917129568452,2.67063345686,0.381238882148
1,0,0,0,0,0,0,0,1,0,0,1,5,3.04165161579,4.03752501197,0.63748320794,2.21817165507,1.27019374627,3.71899800441,0.966980774485,0.863832872022,0.586264155911,10.9488096766,1.37622471458,1.40296398086,4.13996048365,2.32672676036,12.0770622753,1.90037749343,0.401568254319,0.949631695781,1.48165979193,0.997638444696,1.42526755762,2.92437996349,1.513997362,0.213634564457,0.748227110592,2.67618618306,5.38831669949,6.12837400312,2.48766836748,5.16670259182,4.46615095162,0.335348665946,2.17102881898,5.05140550583,1.36282603641,2.36036134403,0.759512785032,0.672182947385,1.10183229961,1.65460674881,0.567977533193,1.0903311144,1.00682793237,2.9606701146,0.519034903839
1,0,0,1,0,0,0,0,0,0,1,0,5,2.81186547267,3.82747072587,0.681041352107,11.8182487565,8.24616177222,4.1728130163,0.570031647264,0.82591143366,0.562921012739,28.7763663777,1.80969598639,1.2583756599,3.03441599159,2.13782373542,25.9923797537,2.4512825378,0.383880616079,0.0751541458227,1.23887852672,0.782979701271,1.36185205904,2.78208775506,5.49051613185,0.203203582591,0.775171163417,1.61209759962,4.53418173189,4.76127812862,1.42669618214,3.18989741089,4.57778409864,0.333258264936,4.00193090972,4.44456030474,2.34546595806,2.1775614493,0.653980745082,0.615589168232,1.03220246047,1.38602829197,0.484725132499,0.924332358505,0.946693619763,1.44575717352,0.262802588276
1,0,0,0,0,0,0,0,1,0,1,0,5,2.94730766214,4.29158641794,0.590155137175,13.9424142992,8.93276439461,4.01115970832,0.663049695069,0.824862342781,0.563672735036,28.5537730069,1.81917507981,1.29656931799,3.77854481498,2.10575487241,23.9302268657,2.35472609908,0.430409012303,0.0977973483829,1.87474610871,0.752674681937,1.34499417629,2.6851578205,7.89816353128,0.191144465235,0.749240252261,1.73598309091,4.84482948776,5.01608635959,1.50912870209,3.82078887384,5.59450218405,0.333131433365,3.39617966773,4.95914106303,1.83680270684,2.18392340778,0.680121509089,0.596056053258,0.91705193769,1.48482136244,0.504906852927,0.982797813709,1.12597189805,1.56543997372,0.309666286517
1,0,0,0,0,1,0,0,0,0,0,1,5,3.13015799448,3.41459448451,0.688274317157,2.47709164601,1.41384677737,3.76520923107,0.920147535624,0.799354686499,0.56714816544,10.5116649706,1.3894738151,1.25563802708,3.69057587492,2.38056767889,12.6603820906,1.81104846878,0.37475838309,0.974195610737,1.6488107127,1.05935159296,1.39221928763,2.49375239807,8.99154523667,0.204553084343,0.765511705953,2.03858747172,5.43690144614,3.97146764557,1.85715087768,4.72099277606,6.76680788163,0.309816061928,2.13355300084,3.74521553913,1.81046919057,2.40443295801,0.736211124444,0.607705529394,0.940704115365,1.57017424849,0.459638346372,1.08707660299,0.953225752016,2.63982211512,0.386304936221
1,0,0,0,0,0,0,1,0,0,0,1,5,3.0041059588,3.56658346193,0.562871795889,2.52100159769,1.2400004001,3.90652628826,0.920762501524,0.75540708534,0.585779703613,9.90038379866,1.42472700933,1.13655752327,3.93763739971,2.3276961131,11.3411190331,1.62217009124,0.383579562906,0.935707427081,1.71603697187,1.13839234247,1.26549166843,2.43944075725,11.9581659989,0.183870986443,0.742081831357,1.95360196881,5.24922416531,4.65167267757,1.8015424101,4.92551817812,7.80862814831,0.284198283538,2.04528313221,4.02635012253,2.15235654048,2.45045756127,0.736844224806,0.540963438787,0.933698199166,1.32386785994,0.513990868238,1.10943946645,0.965050471887,2.93992222446,0.361549685991
1,0,0,0,0,1,0,0,0,0,1,0,5,2.68028405044,3.66360715388,0.679045878649,13.6616390657,7.96807048827,3.80869235701,0.638208983328,0.808005477173,0.587731839024,26.3363115062,1.82708541161,1.24357184946,2.8862029129,1.94451564106,25.7897547322,2.05575857996,0.403722113767,0.0830257497564,1.50920712326,0.793894503833,1.26215708169,2.41721557818,7.23556298367,0.195753536415,0.757560219116,1.48229700323,4.7610063941,4.47369668695,1.22451879726,2.79824353238,4.29229382995,0.379425021806,3.52352471222,4.76955806581,2.09548789828,2.14352559758,0.665005141162,0.631059800475,1.01593218914,1.2252732426,0.636370155586,1.14290094358,1.04024088469,1.50703572715,0.30805276356
1,0,0,0,0,0,0,1,0,0,1,0,5,3.2050686405,3.78038869547,0.697919319318,10.5233721375,7.47444253925,4.49082779482,0.603257898114,0.723526773916,0.542171655793,18.538397892,1.75147350595,1.20218861203,3.23107354334,2.06740332361,18.3618787344,2.45685929734,0.367088998042,0.0751385361363,1.22739164345,0.766702686277,1.24866773933,2.91006473808,6.00864736726,0.206465384462,0.716964086151,1.60766996649,4.47094106127,4.33784250908,1.42692150782,3.40337372465,5.08209153422,0.317667505275,3.41870017957,4.93562057029,2.19111469194,2.2192332659,0.643754543227,0.569810048442,1.12731498639,1.39398579498,0.502911094793,0.964294618079,0.956616875636,1.41798670719,0.25263333237
1,0,0,0,0,1,0,0,0,1,0,0,15,2.49721780282,3.76550050503,0.769906284244,14.2620764029,8.73074541864,3.54862131128,0.813429554983,0.79801151114,0.615890745828,7.64535375338,1.32506488975,1.26498677656,2.83247623462,1.73783066283,8.87562819091,1.64408524384,0.384216721765,0.625203784344,1.1152694846,0.674350611503,1.26320449144,2.68445232065,4.91625766324,0.221497142704,0.813620944488,2.03276611883,3.69835637405,5.48012916859,1.63687030145,5.52759427958,5.24344351891,0.313612381976,1.68032279608,5.26041589181,1.66896308144,2.20893894964,0.612200546813,0.582579363839,1.11254990382,1.62401738617,0.534380016897,1.07511496582,0.868552822355,1.52325283976,0.412474658523
1,1,0,0,0,0,0,0,0,1,0,0,15,2.43763937933,3.77464693512,0.809329954826,11.7186545629,7.52335299912,3.78409186809,0.803952673435,0.860354778165,0.587257839903,5.96335934993,1.2468886709,1.21132419225,2.95171517736,1.89861642899,8.05515511703,1.67962080057,0.387389072773,0.782848271948,1.59111981164,0.701443841125,1.33968479428,2.84155449484,5.79268287127,0.216236579918,0.782413847771,2.03600653821,4.01764142975,5.05374704323,1.68825075662,5.3702496142,4.73530749478,0.296534675458,1.82279586265,4.90274727888,1.86089604646,2.24957544424,0.619794037751,0.601259226106,1.05356687431,1.49279710545,0.589408802873,1.03066010511,0.924861348132,1.6730829998,0.430667696521
1,0,0,0,0,1,0,0,0,0,0,0,15,3.67467866655,5.86504061016,0.553116902065,2.20622797189,1.28258583517,4.327430316,0.783902938129,0.773349752862,0.588885519011,13.9372140457,1.36777722291,1.25449955194,4.0671000144,2.04651574513,16.2296604117,1.786838159,0.335711110778,0.392707650713,0.926450105613,0.887618528837,1.19812225308,3.17107895088,10.4943055254,0.16614528349,0.716150236719,1.88560738212,7.23667985838,7.66524817855,1.75293608381,8.74051821846,7.3918180028,0.288433220225,2.00570921332,5.87767172492,1.78559658422,3.30884431428,0.668260950495,0.570203283533,0.907178077796,1.30811221924,0.529937407562,1.09610316378,0.884595604853,2.82421780932,0.355370676151
1,1,0,0,0,0,0,0,0,0,0,0,15,2.73145768654,4.00638787479,0.769432969946,1.84167212199,1.03601746733,4.13016833745,0.843891745847,0.858029528669,0.598851018525,5.52835517637,1.30569812968,1.20841053295,3.5058744147,2.11836455728,7.69259615218,1.71296865866,0.337909997729,0.782151052488,1.38562187863,0.9099009068,1.30889463287,2.70482428418,2.99704723245,0.226078474044,0.758869807416,2.26745164899,5.39942463723,5.57559633201,1.94537616922,7.31646645291,6.24212801089,0.285090124875,1.78232945712,5.70282750327,1.59143926362,2.73340069549,0.644780141219,0.627364057101,0.954865927484,1.62397812711,0.58628747044,1.00634496448,0.829514275429,2.41739756509,0.424331895828
1,0,0,0,1,0,0,0,0,1,0,0,15,2.48840865246,3.57299811682,0.768573435486,13.676607146,8.22468838811,3.87105393449,0.790348862428,0.885001347726,0.619376063895,5.51083754213,1.34568386149,1.34688206805,2.91760698328,1.78556807966,7.03661962764,1.89122379289,0.363335193298,0.651283859273,1.09632370755,0.7394553958,1.25705083995,2.71022517153,3.87133647182,0.233071759404,0.746845642964,1.95142559019,3.71492629947,5.18957220621,1.69355838481,4.28166565512,4.68120189768,0.314938250682,1.70915034286,5.31564852231,1.64645943951,2.24482129665,0.610663652702,0.652979315727,1.21635354788,1.50169894716,0.581971876937,1.01595096484,0.851345359641,1.49413835934,0.401364043433
1,0,1,0,0,0,0,0,0,1,0,0,15,2.4630817175,3.67949952498,0.888776178069,12.9433079585,8.30029458786,4.25229448878,0.8427571435,0.906395729941,0.641941862366,5.10835698589,1.35697619306,1.40942664598,2.905171637,1.83877015834,6.73137404654,1.96517153405,0.36924923293,0.672834721413,1.41300184859,0.725334108422,1.31655000229,2.77082740732,2.26340139768,0.236293895882,0.764426207094,2.20349830416,3.91274637267,5.5274621915,1.83260229033,5.10605106634,4.99523433452,0.322515546052,1.8326339006,5.51144468408,1.33545903427,2.22038743869,0.600870688859,0.661370787564,1.27083133807,1.54953390729,0.587345611352,1.0415615781,0.791118546853,1.60708302136,0.4395533773
1,0,0,0,1,0,0,0,0,0,0,0,15,2.47413654206,3.63056888805,0.713566819566,1.93163558734,1.13330099725,3.88720124431,0.896522814175,0.870367356328,0.611031331582,6.77580854471,1.3399726985,1.27199251552,3.51281633035,2.17770741496,8.63912922386,1.86046164778,0.347520983942,0.637199974787,1.22512167067,0.911233402965,1.36913103835,2.81095604591,2.79569048454,0.231415938773,0.751275497816,2.19060086783,4.97999817764,5.54483356025,2.0011960987,6.05752050549,6.16265889865,0.305770378317,1.83246588149,5.39105285324,1.64866356691,2.56683279852,0.688705136835,0.629812567009,1.0631745385,1.62535468653,0.59133270368,1.16573979957,0.823324823276,2.52866443118,0.394451518356
